"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Meshes/Pasillo/Pared_Salas.Pared_Salas","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Pared_Habitaciones_int.Pared_Habitaciones_int","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Pared_Habitaciones.Pared_Habitaciones","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Pared_Sweets.Pared_Sweets","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Columnas_Pared.Columnas_Pared","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Columnas_Base.Columnas_Base","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Luz_botones.Luz_botones","0","14","14","1","12.014610","0","14"
"/Game/HorrorEngine/Textures/HUD/InventoryCapture_Mat.InventoryCapture_Mat","0","13","13","1","7.047780","0","13"
"/Game/HorrorEngine/Materials/HE_Paper.HE_Paper","0","23","23","1","22.776186","0","23"
"/Game/HorrorEngine/Materials/HE_VhsPlayerPart.HE_VhsPlayerPart","0","35","35","1","118.514832","0","35"
"/Game/HorrorEngine/Textures/T_Wood_Walnut_Mat.T_Wood_Walnut_Mat","0","29","31","1","28.672308","0","31"
"/Game/HorrorEngine/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","56","56","1","50.594296","0","56"
"/Game/HorrorEngine/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","11","11","1","7.694434","0","11"
"/Game/HorrorEngine/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","11","11","1","7.466735","0","11"
"/Game/HorrorEngine/Particles/Materials/M_Burst.M_Burst","0","17","17","1","11.157786","0","17"
"/Game/HorrorEngine/Materials/He_Shot.He_Shot","0","21","21","1","20.206461","0","21"
"/Game/HorrorEngine/Materials/He_SatanDecal.He_SatanDecal","0","21","21","1","20.106567","0","21"
"/Game/HorrorEngine/Materials/HE_Wallpaper.HE_Wallpaper","0","23","23","1","22.997736","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso7.Payaso7","0","23","23","1","23.616705","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso6.Payaso6","0","23","23","1","23.834511","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso5.Payaso5","0","23","23","1","0.000000","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso4.Payaso4","0","23","23","1","0.000000","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso3.Payaso3","0","23","23","1","0.000000","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso2.Payaso2","0","23","23","1","0.000000","0","23"
"/Game/texturas_duran/Payasos_Cuadros/Payaso1.Payaso1","0","23","23","1","0.000000","0","23"
"/Game/HorrorEngine/Materials/HE_OldTv.HE_OldTv","0","23","23","1","23.332266","0","23"
"/Game/HorrorEngine/Materials/HE_Moon.HE_Moon","0","23","23","1","22.649477","0","23"
"/Game/HorrorEngine/Materials/HE_LighterFlame.HE_LighterFlame","0","11","11","1","7.257751","0","11"
"/Game/texturas_duran/Payasos_Cuadros/HE_PaintingMaster.HE_PaintingMaster","0","23","23","1","0.000000","0","23"
"/Game/HorrorEngine/Materials/HE_MasterMaterial.HE_MasterMaterial","0","125","128","2","136.331329","0","128"
"/Game/HorrorEngine/Materials/HE_VhsPlayer.HE_VhsPlayer","0","50","52","1","51.996368","0","52"
"/Game/HorrorEngine/Materials/HE_MonitorScreen.HE_MonitorScreen","0","14","14","1","11.392450","0","14"
"/Game/HorrorEngine/Materials/HE_ControlScreen.HE_ControlScreen","0","46","46","1","44.953789","0","46"
"/Game/HorrorEngine/Materials/HE_Candle.HE_Candle","0","23","23","1","22.290049","0","23"
"/Game/HorrorEngine/Materials/HE_LockPanelButton.HE_LockPanelButton","0","30","30","1","31.250639","0","30"
"/Game/HorrorEngine/Materials/HE_Book.HE_Book","0","46","46","1","48.212555","0","46"
"/Game/HorrorEngine/Materials/He_Tile2.He_Tile2","0","23","23","1","23.315029","0","23"
"/Game/HorrorEngine/Materials/He_Tile.He_Tile","0","23","23","1","23.984766","0","23"
"/Game/HorrorEngine/Materials/He_SampleTile.He_SampleTile","0","23","23","1","21.371939","0","23"
"/Game/HorrorEngine/Materials/HE_Glass.HE_Glass","0","35","35","1","127.421730","0","35"
"/Game/HorrorEngine/Materials/He_Rock.He_Rock","0","35","35","1","36.680397","0","35"
"/Game/HorrorEngine/Materials/He_RampMaterial.He_RampMaterial","0","35","35","1","32.924004","0","35"
"/Game/HorrorEngine/Materials/HE_Grass.HE_Grass","0","23","23","1","26.418434","0","23"
"/Game/texturas_duran/Moqueta.Moqueta","0","14","14","1","21.548735","0","14"
"/Game/Meshes/Pasillo/Moqueta_V.Moqueta_V","0","14","0","1","0.000000","0","0"
"/Game/Meshes/Pasillo/Moqueta_h.Moqueta_h","0","14","0","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Game/HorrorEngine/Materials/He_VhsBlankScreenGlow.He_VhsBlankScreenGlow","0","45","45","1","36.400398","0","45"
"/Game/HorrorEngine/Materials/He_VhsBlankScreen.He_VhsBlankScreen","0","14","14","1","13.057646","0","14"
"/Game/HorrorEngine/Materials/He_NoiseGlow.He_NoiseGlow","0","45","45","1","32.298828","0","45"
"/Game/HorrorEngine/Materials/He_Noise2.He_Noise2","0","20","20","1","19.110678","0","20"
"/Game/HorrorEngine/Materials/He_Noise.He_Noise","0","14","14","1","12.861443","0","14"
"/Game/HorrorEngine/Materials/HE_Glitch.HE_Glitch","0","13","13","1","7.169016","0","13"
"/Game/HorrorEngine/Particles/Materials/M_radial_ramp.M_radial_ramp","0","14","14","1","9.385176","0","14"
"/Game/HorrorEngine/Materials/HE_Dirt.HE_Dirt","0","23","23","1","23.483986","0","23"
"/Game/HorrorEngine/Materials/HE_VhsGlow.HE_VhsGlow","0","180","180","4","112.627380","0","180"
"/Game/HorrorEngine/Materials/HE_TvGlow.HE_TvGlow","0","180","180","4","0.000000","0","180"
"/Game/HorrorEngine/Media/VhsMedia.VhsMedia","0","14","14","1","13.535534","0","14"
"/Game/HorrorEngine/Media/Tv_Media.Tv_Media","0","14","14","1","0.000000","0","14"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","128","6","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","96","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","272","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","272","6","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
